map,id,register_no,name,date_iso,date_display,date_confidence,lat,lng,coord_precision,type,layer,summary,result,native_groups,sources,notes
military-engagements,label-los-angeles,,Los Angeles,,,exact,33.9425,-118.2551,exact,settlement,modernLayer,,,,,
military-engagements,label-santa-barbara,,Santa Barbara,,,exact,34.4208,-119.6982,exact,settlement,modernLayer,,,,,
military-engagements,label-monterey,,Monterey,,,exact,36.6002,-121.8947,exact,settlement,modernLayer,,,,,
military-engagements,label-santa-cruz,,Santa Cruz,,,exact,36.9741,-122.0308,exact,settlement,modernLayer,,,,,
military-engagements,label-san-jose,,San José,,,exact,37.3382,-121.8863,exact,settlement,modernLayer,,,,,
military-engagements,label-san-francisco,,San Francisco,,,exact,37.7749,-122.4194,exact,settlement,modernLayer,,,,,
military-engagements,label-stockton,,Stockton,,,exact,37.9577,-121.2908,exact,settlement,modernLayer,,,,,
military-engagements,label-sacramento,,Sacramento,,,exact,38.5816,-121.4944,exact,settlement,modernLayer,,,,,
military-engagements,label-fresno,,Fresno,,,exact,36.7378,-119.7871,exact,settlement,modernLayer,,,,,
military-engagements,label-bakersfield,,Bakersfield,,,exact,35.3733,-119.0187,exact,settlement,modernLayer,,,,,
military-engagements,label-visalia,,Visalia,,,exact,36.3302,-119.2921,exact,settlement,modernLayer,,,,,
military-engagements,label-modesto,,Modesto,,,exact,37.6391,-120.9969,exact,settlement,modernLayer,,,,,
military-engagements,label-slo,,SLO,,,exact,35.2828,-120.6596,exact,settlement,modernLayer,,,,,
military-engagements,label-bodega-bay,,Bodega Bay,,,exact,38.31,-122.98,exact,settlement,modernLayer,,,,,
military-engagements,label-fort-ross,,Fort Ross,,,exact,38.5133,-123.2442,exact,settlement,modernLayer,,,,,
military-engagements,label-carquinez-strait,,Carquinez Strait,,,exact,38.04,-122.153,exact,settlement,modernLayer,,,,,
military-engagements,label-porterville,,Porterville,,,exact,36.0653,-119.0166,exact,settlement,modernLayer,,,,,
military-engagements,label-yuma-colorado-r,,Yuma/Colorado R.,,,exact,32.726,-114.6293,exact,settlement,modernLayer,,,,,
military-engagements,label-santa-catalina-baja,,Santa Catalina (Baja),,,exact,30.5,-115.5,exact,settlement,modernLayer,,,,,
military-engagements,label-refugio,,Refugio,,,exact,34.47,-120.07,exact,settlement,modernLayer,,,,,
moraga-expeditions,ref-mission-san-juan-bautista,,Mission San Juan Bautista,,,circa,36.8446,-121.5385,exact,mission,refs,1797. Moraga 1806 departure; Viader 1810 Aug return.,,,,
moraga-expeditions,ref-mission-san-fernando,,Mission San Fernando,,,circa,34.2611,-118.439,exact,mission,refs,1797. Moraga 1806 arrival.,,,,
moraga-expeditions,ref-mission-san-jose,,Mission San José,,,circa,37.5293,-121.9178,exact,mission,refs,1797. Viader/Moraga 1810 departure point.,,,,
moraga-expeditions,ref-mission-santa-clara,,Mission Santa Clara,,,circa,37.3544,-121.9692,exact,mission,refs,1777. Viader 1810 Oct return.,,,,
moraga-expeditions,ref-mission-san-miguel,,Mission San Miguel,,,circa,35.75,-120.7,exact,mission,refs,1797. Moraga 1807 stop.,,,,
moraga-expeditions,ref-monterey-presidio,,Monterey Presidio,,,circa,36.6,-121.9,exact,mission,refs,Moraga 1807 departure.,,,,
moraga-expeditions,ref-mission-san-rafael,,Mission San Rafael,,,circa,37.9735,-122.5311,exact,mission,refs,1817. First establishment north of SF Bay. Site selected by Moraga. Founded 83 days after Hagemeister-Pomo treaty.,,,,
moraga-expeditions,ref-fort-ross,,Fort Ross,,,circa,38.5133,-123.2442,exact,mission,refs,"1812. Russian-American Company. Kuskov. 95 Russians + ~80 Aleut hunters. Moraga visited 1812, 1813, 1814.",,,,
moraga-expeditions,ref-presidio-of-san-francisco,,Presidio of San Francisco,,,circa,37.7862,-122.4572,exact,mission,refs,1776. Founded by José Joaquín Moraga (Gabriel's father). Gabriel served here as Alférez 1806–1818.,,,,
moraga-expeditions,label-san-jose,,San José,,,circa,37.3382,-121.8863,exact,settlement,modern,,,,,
moraga-expeditions,label-modesto,,Modesto,,,circa,37.6391,-120.9969,exact,settlement,modern,,,,,
moraga-expeditions,label-stockton,,Stockton,,,circa,37.9577,-121.2908,exact,settlement,modern,,,,,
moraga-expeditions,label-tracy,,Tracy,,,circa,37.7397,-121.4252,exact,settlement,modern,,,,,
moraga-expeditions,label-fresno,,Fresno,,,circa,36.7378,-119.7871,exact,settlement,modern,,,,,
moraga-expeditions,label-visalia,,Visalia,,,circa,36.3302,-119.2921,exact,settlement,modern,,,,,
moraga-expeditions,label-porterville,,Porterville,,,circa,36.0653,-119.0166,exact,settlement,modern,,,,,
moraga-expeditions,label-bakersfield,,Bakersfield,,,circa,35.3733,-119.0187,exact,settlement,modern,,,,,
moraga-expeditions,label-livingston,,Livingston,,,circa,37.38,-120.72,exact,settlement,modern,,,,,
moraga-expeditions,label-knights-ferry,,Knights Ferry,,,circa,37.83,-120.74,exact,settlement,modern,,,,,
moraga-expeditions,label-sanger,,Sanger,,,circa,36.72,-119.56,exact,settlement,modern,,,,,
moraga-expeditions,label-los-banos,,Los Banos,,,circa,37.06,-120.85,exact,settlement,modern,,,,,
moraga-expeditions,label-antioch,,Antioch,,,circa,38.0049,-121.8058,exact,settlement,modern,,,,,
moraga-expeditions,label-walnut-creek,,Walnut Creek,,,circa,37.9101,-122.0652,exact,settlement,modern,,,,,
moraga-expeditions,label-los-angeles,,Los Angeles,,,circa,34.0522,-118.2437,exact,settlement,modern,,,,,
moraga-expeditions,label-monterey,,Monterey,,,circa,36.6002,-121.8947,exact,settlement,modern,,,,,
moraga-expeditions,label-fort-tejon,,Fort Tejon,,,circa,35.05,-118.87,exact,settlement,modern,,,,,
moraga-expeditions,label-lancaster,,Lancaster,,,circa,34.75,-118.4,exact,settlement,modern,,,,,
moraga-expeditions,label-patterson,,Patterson,,,circa,37.4716,-121.1297,exact,settlement,modern,,,,,
moraga-expeditions,label-gustine,,Gustine,,,circa,37.2572,-120.9989,exact,settlement,modern,,,,,
moraga-expeditions,label-grayson,,Grayson,,,circa,37.5618,-121.1855,exact,settlement,modern,,,,,
moraga-expeditions,label-santa-cruz,,Santa Cruz,,,circa,36.9741,-122.0308,exact,settlement,modern,,,,,
moraga-expeditions,label-cosumnes-area,,Cosumnes area,,,circa,38.25,-121.05,exact,settlement,modern,,,,,
moraga-expeditions,label-vernalis,,Vernalis,,,circa,37.6308,-121.2644,exact,settlement,modern,,,,,
moraga-expeditions,label-rockville-suisun-valley,,Rockville / Suisun Valley,,,circa,38.27,-122.13,exact,settlement,modern,,,,,
moraga-expeditions,label-san-rafael,,San Rafael,,,circa,37.9735,-122.5311,exact,settlement,modern,,,,,
moraga-expeditions,label-carquinez-strait,,Carquinez Strait,,,circa,38.04,-122.153,exact,settlement,modern,,,,,
moraga-expeditions,label-bodega-bay,,Bodega Bay,,,circa,38.31,-122.98,exact,settlement,modern,,,,,
moraga-expeditions,label-fort-ross,,Fort Ross,,,circa,38.5133,-123.2442,exact,settlement,modern,,,,,
moraga-expeditions,label-novato,,Novato,,,circa,38.1,-122.72,exact,settlement,modern,,,,,
moraga-expeditions,label-petaluma,,Petaluma,,,circa,38.2324,-122.6367,exact,settlement,modern,,,,,
moraga-expeditions,r1807-1-monterey,,Monterey,,,circa,36.6,-121.9,area,expedition-leg,r1807,Departure. 25 cavalry under Alférez Gabriel Moraga. Sgt. Miguel Espinosa. 8 horses each.,,,,
moraga-expeditions,r1807-2-mission-san-miguel,,Mission San Miguel,,,circa,35.75,-120.7,area,expedition-leg,r1807,'We went from Monterey to San Miguel Mission.',,,,
moraga-expeditions,r1807-3-buena-vista-lake,,Buena Vista Lake,,,circa,35.15,-119.4,area,expedition-leg,r1807,'From there to the Laguna we called Buena Vista in one day and a half.' Went after runaway neophytes — 'did not get any.',,,Cook note 46: 'This expedition of 1807 is otherwise unrecorded.',
moraga-expeditions,r1807-4-mountains-salinas-de-cortez,,Mountains — Salinas de Cortéz,,,circa,35.4,-118.7,area,expedition-leg,r1807,'We went away into the Snowy Mountains.' Indians stole half the horses and killed two men. 'Portezuelo' with great quantities of nitre.,,,"Cook note 47: possibly entrance to Gorge of Kern R., E of Bakersfield",
moraga-expeditions,r1807-5-san-joaquin-river-crossings,,San Joaquin River (crossings),,,circa,37.1,-120.5,area,expedition-leg,r1807,'We crossed the San Joaquin River several times and everywhere there was Indians.',,,,
moraga-expeditions,r1807-6-mission-san-jose,,Mission San José,,,circa,37.5293,-121.9178,area,expedition-leg,r1807,'The Captain made up his mind to go back by the way of San Jose Mission where we arrived in good order.',,,,
moraga-expeditions,r1810a-1-mission-san-jose,,Mission San José,,,circa,37.5293,-121.9178,area,expedition-leg,r1810a,"Aug 15, 1810. Departed 5:30pm with Lt. Moraga, Cadet Estrada, 1 corporal, 3 soldiers, 4 neophytes.",,,,
moraga-expeditions,r1810a-2-valley-of-san-jose-pool,,Valley of San José — Pool,,,circa,37.6,-121.9,area,expedition-leg,r1810a,Aug 15. 6 leagues N. 'Good water. So near and so well known to everyone.',,,,
moraga-expeditions,r1810a-3-walnut-creek,,Walnut Creek,,,circa,37.91,-122.07,area,expedition-leg,r1810a,Aug 16 (lunch). 6 leagues N. 'Good water but runs in very small amount.' Killed 2 bears and a deer.,,,"Cook note 1: route via Sunol, Dublin, Walnut Creek",
moraga-expeditions,r1810a-4-end-of-walnut-creek-estuaries,,End of Walnut Creek — Estuaries,,,circa,38.01,-122.0,area,expedition-leg,r1810a,Aug 16. 6 more leagues N. 'Beginning of some estuaries on the NE side of a fine plain.' Big walnut trees.,,,,
moraga-expeditions,r1810a-5-san-joaquin-r-tulpunes-antioch,,San Joaquin R. / Tulpunes — Antioch,,,circa,38.0,-121.81,area,expedition-leg,r1810a,"Aug 18. 7 leagues E. 'Quarter-league wide, apparently very deep, reached by tides.' Large oak forest. Tulpunes not seen.",,,Cook note 2: at or near Antioch. Julpunes oak forest to Brentwood.,
moraga-expeditions,r1810a-6-oak-forest-oakley,,Oak Forest — Oakley,,,circa,37.99,-121.71,area,expedition-leg,r1810a,"Aug 18. 2 more leagues E. Good country, no water except the river.",,,Cook note 2: halt near Oakley,
moraga-expeditions,r1810a-7-pescadero-cholvones-bethany,,Pescadero / Cholvones — Bethany,,,circa,37.76,-121.57,area,expedition-leg,r1810a,Aug 19. 10 leagues SE. Lake in oak grove. Interpreter met heathen Guanats. 'Christian fugitives from San Jose on opposite shore.',,,Cook note 3: Bethany. Lakes vanished.,
moraga-expeditions,r1810a-8-tomchom-village,,Tomchom Village,,,circa,37.77,-121.43,area,expedition-leg,r1810a,Aug 20. 3 leagues SSE. 'No wild Indian showed himself.',,,Cook note 4: north of Tracy,
moraga-expeditions,r1810a-9-cuyens-village,,Cuyens Village,,,circa,37.7,-121.35,area,expedition-leg,r1810a,Aug 20. 2½ leagues further. Chief Cuyens. 15 Indians brought fish. 4 stayed the night.,,,"Cook note 4: left bank, 3 mi above highway bridge",
moraga-expeditions,r1810a-10-maijem-village,,Maijem Village,,,circa,37.65,-121.26,area,expedition-leg,r1810a,Aug 21. 2½–3 leagues. Dry stream bed. Indians came 'with great trepidation' then disappeared.,,,Cook note 5: ~2 mi NNE of Vernalis,
moraga-expeditions,r1810a-11-opposite-bozenats-village,,Opposite Bozenats Village,,,circa,37.63,-121.25,area,expedition-leg,r1810a,"Aug 21. 2 leagues. Indians on far bank 'refused to come near, yelled with much vigor.'",,,"Cook note 6: right bank, E of Vernalis",
moraga-expeditions,r1810a-12-skirmish-tationes-apaglamenes,,SKIRMISH — Tationes / Apaglamenes,,,circa,37.54,-121.17,area,skirmish,r1810a,"Aug 22. 2 leagues + 1 league. 30 armed heathen on opposite bank. Then Tationes village. Apaglamenes and Tationes attacked — 'painted, bedecked with feathers.' 12 shots fired. One Indian hit.",,,Cook note 7: ~2 mi SE of Grayson,
moraga-expeditions,r1810a-13-lakes-near-willow-grove,,Lakes near Willow Grove,,,circa,37.47,-121.1,area,expedition-leg,r1810a,Aug 22 afternoon. 3 leagues. 'Neither firewood nor good land.',,,Cook note 8: probably E of Patterson,
moraga-expeditions,r1810a-14-creek-orestimba,,Creek — Orestimba,,,circa,37.44,-121.02,area,expedition-leg,r1810a,Aug 23. 3½ leagues. 'Great heat forced us to jump in for a swim.',,,"Cook note 9: Orestimba Cr., E of Crows Landing",
moraga-expeditions,r1810a-15-pond-ne-of-gustine,,Pond — NE of Gustine,,,circa,37.28,-120.97,area,expedition-leg,r1810a,Aug 23. 4 leagues. 'No wood or brush to cook supper or even make chocolate.',,,Cook note 10: 3–4 mi NE of Gustine. Southernmost point.,
moraga-expeditions,r1810a-16-san-luis-gonzaga,,San Luis Gonzaga,,,circa,37.06,-121.08,area,expedition-leg,r1810a,Aug 24. Turned back W! 10 leagues. Explored — 'no more water than a few pools.' Not suitable for mission.,,,,
moraga-expeditions,r1810a-17-ausaymas-creek,,Ausaymas Creek,,,circa,36.88,-121.5,area,expedition-leg,r1810a,Aug 26. SW over mountains. 'Caught forty fish including six trout.' Already the plain of San Juan Bautista.,,,,
moraga-expeditions,r1810a-18-mission-san-juan-bautista,,Mission San Juan Bautista,,,circa,36.8446,-121.5385,area,expedition-leg,r1810a,"Aug 27. 5 leagues SW. 'With a good breakfast we brought the expedition to an end.' Signed Fr. José Viader, Aug 28, 1810.",,,,
moraga-expeditions,r1810b-1-mission-san-jose,,Mission San José,,,circa,37.5293,-121.9178,area,expedition-leg,r1810b,"Oct 19, 1810. Left ~2pm with Lt. Moraga, 23 soldiers, ~50 armed Christian Indians.",,,,
moraga-expeditions,r1810b-2-valley-of-san-jose,,Valley of San José,,,circa,37.6,-121.85,area,expedition-leg,r1810b,Oct 19. 6 leagues NE. Willow grove with good water.,,,,
moraga-expeditions,r1810b-3-pescadero-cholvones-bethany,,Pescadero / Cholvones — Bethany,,,circa,37.76,-121.57,area,expedition-leg,r1810b,Oct 20. 9 leagues ENE. 'Arrived very late so as not to be seen or heard. Placed our people in position to attack a dance.',,,Cook note 11: Mission San José to Bethany = ~32 mi,
moraga-expeditions,r1810b-4-bolbones-villages-old-river,,Bolbones Villages — Old River,,,circa,37.82,-121.51,area,skirmish,r1810b,"Oct 21. 'Before dawn we assaulted a village.' Captured 15 San Jose Christians, 18 heathen men, 51 women. Women released — 'went away very happy.' Two prisoners escaped.",,,Cook note 12: two villages on Old River / Union I.,
